Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Shivansh Jindal,Pata Nahin,29.00,0.76,0.50,9.00,-7.28,1.00,0.07,0.19,0.01,0.08,0.60,143.95,3.50,4.00,11.00
Erick the Architect,Let It Go,63.00,0.67,0.61,8.00,-8.16,0.00,0.45,0.12,0.01,0.29,0.57,139.72,223642.00,4.00,5.00
"Alka Yagnik, Udit Narayan",Tip Tip Barsa Paani (With Jhankar Beats),41.00,0.66,0.92,5.00,-9.75,0.00,0.04,0.31,0.01,0.08,0.78,103.23,6.01,4.00,3.00
Evolfo,Strange Lights,24.00,0.42,0.78,3.00,-8.46,1.00,0.05,0.02,0.01,0.19,0.65,176.66,211520.00,4.00,1.00
Mukesh,Yeh Mera Diwanapan Hai,30.00,0.58,0.40,0.00,-6.81,1.00,0.03,0.93,0.01,0.15,0.53,99.24,3.78,4.00,3.00
Nirvana,Oh Me,61.00,0.54,0.51,8.00,-13.19,1.00,0.10,0.73,0.02,0.21,0.26,72.47,206160.00,4.00,10.00
Aviv Geffen,◊ñ◊î ◊®◊ß ◊î◊ú◊ë ◊©◊õ◊ï◊ê◊ë ◊ú◊ö,30.00,0.32,0.72,7.00,-5.14,1.00,0.03,0.03,0.01,0.14,0.39,77.44,232627.00,4.00,10.00
Rich Boy,Throw Some D's,58.00,0.70,0.86,11.00,-5.18,1.00,0.43,0.04,0.01,0.07,0.43,160.90,263920.00,4.00,5.00
John Lee Hooker,Let's Make It,33.00,0.44,0.60,11.00,-12.11,0.00,0.14,0.68,0.05,0.19,0.90,164.85,246493.00,4.00,2.00
Meredith Brooks,Bitch,68.00,0.62,0.89,9.00,-5.95,1.00,0.06,0.01,0.01,0.05,0.63,96.33,252760.00,4.00,9.00
"Akhil, Dhvani Bhanushali, Abhijit Vaghani, Bob","Duniyaa (From ""Luka Chuppi"")",65.00,0.44,0.66,7.00,-5.95,0.00,0.04,0.70,0.01,0.13,0.52,77.17,3.71,4.00,3.00
Ayoni,The Patriots,34.00,0.57,0.38,2.00,-8.65,1.00,0.03,0.64,0.01,0.09,0.42,138.75,255500.00,4.00,6.00
Palma Violets,Best of Friends,44.00,0.24,0.88,0.00,-3.95,1.00,0.05,0.01,0.84,0.09,0.31,130.13,210067.00,4.00,1.00
Ruger,Bounce,50.00,0.76,0.71,1.00,-5.96,0.00,0.09,0.31,0.01,0.11,0.64,98.01,184687.00,4.00,9.00
Tiberius b,Big Deal,43.00,0.70,0.57,1.00,-5.47,1.00,0.05,0.03,0.01,0.09,0.46,136.04,258337.00,4.00,1.00
Britney Spears,Blur,41.00,0.60,0.72,7.00,-5.46,1.00,0.03,0.02,0.01,0.11,0.66,138.04,3.13,4.00,9.00
Greg Puciato,Down When I'm Not,31.00,0.21,0.93,10.00,-5.89,0.00,0.08,0.01,0.50,0.09,0.35,90.26,186584.00,4.00,1.00
The Violent Youth,–°–æ–ª–Ω—Ü–µ,28.00,0.49,0.94,3.00,-4.60,1.00,0.29,0.01,0.84,0.35,0.67,120.10,228111.00,4.00,6.00
Munn,UTOP√çA,21.00,0.57,0.59,9.00,-9.99,0.00,0.05,0.30,0.21,0.13,0.19,128.00,286000.00,4.00,6.00
Tomorrow Is Lost,Hideaway,34.00,0.51,0.84,0.00,-4.86,0.00,0.04,0.01,0.01,0.34,0.57,97.57,242067.00,4.00,8.00
Michl,Better With You,51.00,0.78,0.44,5.00,-7.87,1.00,0.05,0.27,0.01,0.13,0.47,90.00,196018.00,4.00,6.00
XTC,Making Plans For Nigel,60.00,0.63,0.89,7.00,-6.04,1.00,0.05,0.01,0.01,0.07,0.77,149.97,253800.00,4.00,6.00
Berry Sakharof,◊¢◊ï◊ì ◊ó◊ï◊ñ◊® ◊î◊†◊ô◊í◊ï◊ü,42.00,0.42,0.62,11.00,-6.83,0.00,0.03,0.43,0.01,0.10,0.31,154.02,228307.00,4.00,10.00
Maroon 5,She Will Be Loved - Live,36.00,0.23,0.87,2.00,-6.91,1.00,0.05,0.04,0.01,0.40,0.48,201.10,6.32,4.00,9.00
Sofi Tukker,Swing - Mahmut Orhan Remix,56.00,0.81,0.67,5.00,-6.67,0.00,0.05,0.49,0.10,0.10,0.26,118.02,269432.00,3.00,6.00
Grrrl Gang,"Honey, Baby",40.00,0.37,0.87,7.00,-4.08,1.00,0.07,0.01,0.01,0.32,0.22,124.90,272347.00,4.00,6.00
Eviatar Banai,◊í◊†◊ë,26.00,0.51,0.85,9.00,-5.19,0.00,0.03,0.03,0.01,0.10,0.75,100.05,202427.00,4.00,10.00
Eliad,◊ê◊ù ◊†◊ô◊í◊¢,20.00,0.61,0.67,11.00,-8.19,0.00,0.07,0.56,0.01,0.10,0.47,164.02,236653.00,4.00,9.00
Broken Bells,Holding on for Life,55.00,0.34,0.59,11.00,-7.27,0.00,0.05,0.01,0.10,0.21,0.48,168.85,236867.00,4.00,1.00
Creedence Clearwater Revival,Fortunate Son,82.00,0.64,0.66,0.00,-7.52,1.00,0.04,0.20,0.01,0.15,0.66,132.77,140773.00,4.00,6.00
Red Lorry Yellow Lorry,Hollow Eyes,35.00,0.54,0.79,0.00,-11.19,1.00,0.07,0.01,0.92,0.08,0.83,156.26,219427.00,4.00,10.00
Steppenwolf,Magic Carpet Ride,71.00,0.64,0.65,4.00,-14.98,0.00,0.05,0.14,0.28,0.03,0.80,111.68,271573.00,4.00,6.00
"Ennio Morricone, Renaud Capuçon, Stéphane Denève, Brussels Philharmonic","Gabriel's Oboe (From ""The Mission"")",50.00,0.19,0.18,2.00,-16.07,1.00,0.04,0.93,0.82,0.09,0.07,86.28,3.71,4.00,7.00
NEEDTOBREATHE,Brother (feat. Gavin DeGraw),65.00,0.53,0.80,11.00,-3.99,1.00,0.13,0.14,0.01,0.12,0.56,157.89,208205.00,4.00,10.00
Crazy Town,Butterfly,72.00,0.74,0.81,9.00,-4.17,0.00,0.08,0.01,0.01,0.11,0.61,103.50,216733.00,4.00,8.00
The Stranglers,Golden Brown,71.00,0.56,0.38,6.00,-15.47,1.00,0.03,0.14,0.12,0.14,0.60,93.76,206760.00,3.00,6.00
Massimo Faraò Trio,Easy Living,9.00,0.52,0.19,5.00,-14.70,1.00,0.03,0.61,0.60,0.29,0.07,112.09,4.89,4.00,7.00
Amythyst Kiah,Black Myself,53.00,0.55,0.83,9.00,-4.09,1.00,0.06,0.11,0.01,0.20,0.90,152.64,201194.00,4.00,2.00
Fresh,Nighttime,26.00,0.46,0.89,1.00,-6.10,0.00,0.04,0.01,0.58,0.39,0.50,125.16,162766.00,4.00,10.00
Survivor,Eye of the Tiger,76.00,0.82,0.60,0.00,-9.25,0.00,0.03,0.13,0.01,0.09,0.55,108.87,245640.00,4.00,10.00
Wooden Shjips,Back to Land,39.00,0.41,0.73,9.00,-8.71,1.00,0.03,0.01,0.69,0.16,0.32,141.08,317960.00,4.00,10.00
Iggy Pop,Lust For Life,67.00,0.38,0.97,9.00,-5.64,1.00,0.04,0.03,0.01,0.09,0.62,101.60,313926.00,4.00,1.00
Dumpstaphunk,In Time,38.00,0.70,0.76,11.00,-5.09,0.00,0.13,0.01,0.01,0.09,0.67,91.99,422813.00,4.00,2.00
Shocking Blue,Send Me A Postcard,53.00,0.34,0.81,11.00,-8.10,1.00,0.04,0.01,0.01,0.12,0.67,153.80,160827.00,4.00,6.00
Nio Garcia,Am,93.00,0.83,0.52,6.00,-6.42,0.00,0.33,0.40,0.01,0.09,0.62,171.96,182496.00,4.00,9.00
Trinidad Cardona,Dinero,88.00,0.71,0.78,2.00,-4.69,1.00,0.07,0.01,0.01,0.11,0.48,120.00,2.68,4.00,9.00
Lewis Del Mar,Rosalie (CH. II),48.00,0.70,0.74,5.00,-6.55,0.00,0.04,0.15,0.01,0.21,0.58,101.99,257627.00,4.00,1.00
Corrosion Of Conformity,Albatross,53.00,0.34,0.91,10.00,-6.00,1.00,0.05,0.01,0.01,0.06,0.51,135.21,320333.00,4.00,8.00
theAngelcy,Mona Lisa,37.00,0.74,0.79,4.00,-7.52,0.00,0.06,0.61,0.01,0.09,0.87,99.80,203199.00,4.00,6.00
Smith & Thell,Nangilima,54.00,0.57,0.89,11.00,-5.75,1.00,0.04,0.01,0.01,0.09,0.71,77.49,226947.00,4.00,9.00
CORPSE,Cat Girls Are Ruining My Life!,71.00,0.64,0.88,1.00,-6.99,1.00,0.47,0.01,0.01,0.38,0.52,164.16,97317.00,4.00,9.00
Kelvyn Boy,Visa - Remix,50.00,0.63,0.56,1.00,-6.16,1.00,0.13,0.31,0.01,0.16,0.60,103.68,242129.00,4.00,9.00
Desert Sessions,Something You Can't See,45.00,0.62,0.59,11.00,-8.20,0.00,0.03,0.05,0.06,0.10,0.59,99.05,206378.00,4.00,6.00
M83,Kim & Jessie,45.00,0.49,0.57,5.00,-6.16,1.00,0.03,0.01,0.54,0.36,0.25,111.01,323373.00,4.00,10.00
Nathan Day,Fade Like You,44.00,0.49,0.96,11.00,-5.60,1.00,0.06,0.01,0.01,0.78,0.33,135.05,204444.00,4.00,1.00
Elles Bailey,Medicine Man,47.00,0.64,0.43,2.00,-7.57,1.00,0.03,0.74,0.01,0.13,0.61,85.80,206003.00,4.00,2.00
Jo Harman,Sideways,41.00,0.56,0.18,4.00,-11.77,0.00,0.04,0.81,0.01,0.13,0.16,115.74,261493.00,4.00,2.00
Eliza & The Delusionals,Just Exist,36.00,0.54,0.87,9.00,-2.55,1.00,0.04,0.05,0.01,0.08,0.31,137.98,237086.00,4.00,1.00
Pelican,Midnight and Mescaline,33.00,0.40,0.97,9.00,-5.34,1.00,0.05,0.01,0.64,0.26,0.28,156.24,296907.00,4.00,8.00
Sarit Hadad,◊™◊ú◊ö ◊õ◊§◊®◊î ◊¢◊ú◊ô,22.00,0.73,0.98,1.00,-3.13,0.00,0.04,0.12,0.01,0.06,0.93,134.95,197440.00,4.00,9.00
Gorgon City,Never Let Me Down,62.00,0.71,0.82,1.00,-7.04,1.00,0.13,0.05,0.01,0.04,0.54,123.97,185133.00,4.00,9.00
Chronologist,N√©v√©,33.00,0.30,0.89,11.00,-5.58,0.00,0.09,0.01,0.65,0.19,0.30,93.83,260225.00,3.00,8.00
Rise Against,Swing Life Away,57.00,0.49,0.43,6.00,-6.95,1.00,0.04,0.55,0.01,0.09,0.80,185.12,200067.00,3.00,10.00
Hudson Harris & Haim,Blue in Green,54.00,0.56,0.06,10.00,-23.71,1.00,0.04,0.83,0.77,0.11,0.15,117.94,3.83,4.00,7.00
Rotem Bar Or,◊ê◊ú ◊™◊§◊ó◊ì,41.00,0.70,0.56,1.00,-8.00,1.00,0.03,0.81,0.01,0.15,0.41,135.96,297955.00,4.00,9.00
Dudu Aharon,◊ú◊ê ◊ê◊ó◊ì ◊©◊ú ◊ê◊ó◊®◊ï◊™,39.00,0.61,0.48,5.00,-8.35,0.00,0.03,0.40,0.01,0.11,0.42,141.98,234355.00,4.00,9.00
Warrant,The Bitter Pill,36.00,0.38,0.74,1.00,-8.36,0.00,0.04,0.01,0.01,0.09,0.33,165.52,246493.00,4.00,10.00
Kings of Leon,Molly's Chambers,61.00,0.60,0.91,11.00,-3.97,1.00,0.05,0.22,0.01,0.22,0.95,146.47,134907.00,4.00,10.00
Britney Spears,I'm a Slave 4 U,71.00,0.85,0.84,5.00,-3.58,0.00,0.11,0.42,0.01,0.11,0.96,110.03,3.39,4.00,9.00
Steve Aoki,"Mambo (feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz)",62.00,0.72,0.93,6.00,-4.72,0.00,0.09,0.02,0.01,0.21,0.77,128.00,245098.00,4.00,9.00
Yo La Tengo,Autumn Sweater,59.00,0.63,0.46,7.00,-12.44,1.00,0.04,0.14,0.69,0.14,0.86,102.09,318373.00,4.00,1.00
Yellowcard,Lights And Sounds,61.00,0.34,0.97,11.00,-3.68,0.00,0.12,0.01,0.01,0.29,0.39,167.82,208187.00,4.00,10.00
Lalalar,Hi√ß Mutlu Olmam Daha ƒ∞yi,41.00,0.59,0.59,7.00,-10.58,1.00,0.05,0.01,0.71,0.39,0.60,140.01,339104.00,4.00,10.00
Nirvana,All Apologies,69.00,0.45,0.63,1.00,-12.20,1.00,0.03,0.08,0.01,0.09,0.36,113.18,233173.00,4.00,10.00
The FaNaTiX,These Streets (Don't Luv U) (feat. Popcaan),54.00,0.56,0.64,11.00,-7.85,0.00,0.37,0.35,0.01,0.30,0.54,142.77,149957.00,4.00,5.00
Lil' Kim,"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez) - Remix",55.00,0.85,0.60,6.00,-10.16,0.00,0.32,0.07,0.01,0.29,0.59,99.43,252520.00,4.00,5.00
AG Club,QUESO,51.00,0.72,0.82,7.00,-5.59,1.00,0.32,0.18,0.01,0.43,0.73,90.02,150413.00,4.00,5.00
Marilyn Manson,mOBSCENE,52.00,0.55,0.95,9.00,-4.01,1.00,0.08,0.01,0.01,0.25,0.49,130.09,205720.00,4.00,8.00
Samantha Fish,Love Your Lies,26.00,0.43,0.84,0.00,-6.56,1.00,0.06,0.08,0.01,0.10,0.60,175.65,167680.00,4.00,2.00
Big & Rich,Save a Horse (Ride a Cowboy),69.00,0.70,0.90,2.00,-2.28,1.00,0.19,0.11,0.01,0.45,0.82,102.07,3.34,4.00,4.00
Greta Van Fleet,Rolling In The Deep - Recorded At Spotify Studios NYC,60.00,0.61,0.47,11.00,-10.13,0.00,0.03,0.01,0.01,0.10,0.39,104.99,237653.00,4.00,10.00
Ali Gatie,Do You Believe,72.00,0.67,0.71,11.00,-5.14,1.00,0.03,0.19,0.01,0.22,0.39,144.95,156331.00,4.00,9.00
Chimaira,Power Trip,49.00,0.50,0.94,4.00,-4.36,1.00,0.05,0.01,0.01,0.10,0.40,94.05,166147.00,4.00,8.00
Juice WRLD,Come & Go (with Marshmello),84.00,0.63,0.81,0.00,-5.18,1.00,0.07,0.02,0.01,0.16,0.54,144.99,205485.00,4.00,10.00
Backstreet Boys,Yes I Will,38.00,0.73,0.62,10.00,-5.55,1.00,0.03,0.04,0.01,0.12,0.64,116.05,3.84,4.00,9.00
Karen Nyame KG,Koko,38.00,0.81,0.73,8.00,-8.95,1.00,0.06,0.03,0.57,0.08,0.62,115.04,172489.00,4.00,6.00
Jay Som,Superbike,30.00,0.43,0.88,7.00,-5.60,1.00,0.04,0.05,0.84,0.12,0.66,95.04,233583.00,4.00,10.00
Toronzo Cannon,Earnestine,10.00,0.65,0.87,1.00,-5.34,0.00,0.04,0.11,0.01,0.15,0.96,115.63,213920.00,4.00,2.00
38 Special,Caught Up In You,66.00,0.43,0.68,1.00,-8.60,0.00,0.03,0.02,0.01,0.05,0.93,131.01,279333.00,4.00,10.00
The Velvet Underground,Pale Blue Eyes,0.00,0.64,0.11,5.00,-18.74,1.00,0.04,0.91,0.01,0.10,0.31,82.64,5.66,4.00,11.00
Rose Cousins,The Grate,36.00,0.32,0.25,5.00,-10.87,1.00,0.03,0.93,0.02,0.10,0.20,111.82,273199.00,3.00,6.00
NEFFEX,Are You Ok?,66.00,0.67,0.83,2.00,-6.65,0.00,0.07,0.03,0.01,0.18,0.42,148.02,135962.00,4.00,1.00
Finish Ticket,Timebomb,40.00,0.52,0.83,1.00,-4.27,1.00,0.04,0.03,0.01,0.08,0.69,149.95,220889.00,4.00,10.00
Sui Uzi,Change,23.00,0.65,0.88,1.00,-8.49,1.00,0.33,0.03,0.01,0.40,0.42,124.25,175638.00,4.00,6.00
Kelly Joe Phelps,Talkin' To Jehova,36.00,0.72,0.14,4.00,-18.26,0.00,0.05,0.94,0.10,0.09,0.64,107.13,276107.00,4.00,2.00
For All You Give (feat. Lucy Rose),"The Paper Kites, Lucy Rose",51.00,0.50,0.14,11.00,-17.14,0.00,0.04,0.96,0.01,0.11,0.35,139.10,3.19,4.00,11.00
Porcupine Tree,Lazarus,52.00,0.35,0.58,9.00,-6.07,1.00,0.03,0.20,0.66,0.18,0.34,171.96,258587.00,4.00,8.00
The Moody Blues,Legend Of A Mind,43.00,0.33,0.46,2.00,-12.41,1.00,0.03,0.15,0.18,0.15,0.32,127.06,396613.00,4.00,10.00
Stone Sour,Fabuless,52.00,0.43,1.00,1.00,-4.35,0.00,0.14,0.01,0.01,0.32,0.18,158.36,240707.00,4.00,10.00
OCTAVIO the Dweeb,Someday I'll Be Happy,57.00,0.59,0.87,2.00,-2.44,1.00,0.12,0.07,0.01,0.14,0.46,145.99,165680.00,4.00,6.00
Mourn,Fun at the Geysers,25.00,0.46,0.96,7.00,-4.35,1.00,0.08,0.01,0.01,0.37,0.71,76.55,118720.00,4.00,6.00
Doug Kaufman,The Garden,43.00,0.21,0.24,6.00,-17.30,1.00,0.03,0.92,0.91,0.07,0.04,80.19,2.93,4.00,7.00
Trina,Here We Go (feat. Kelly Rowland),54.00,0.81,0.49,8.00,-7.17,1.00,0.08,0.62,0.01,0.09,0.61,128.08,230973.00,4.00,5.00
Blac Rabbit,Seize the Day,34.00,0.37,0.72,5.00,-7.72,1.00,0.05,0.01,0.01,0.31,0.50,146.11,302877.00,4.00,6.00
Ravid Plotnik,◊ë◊ï◊ù-◊©◊ê◊ß◊î-◊ú◊ê◊ß (◊†◊¶'◊ô ◊†◊¶'),29.00,0.64,0.87,11.00,-1.64,0.00,0.30,0.03,0.01,0.18,0.57,84.78,207613.00,4.00,5.00
Unknown Mortal Orchestra,American Guilt,41.00,0.28,0.92,1.00,-3.85,1.00,0.32,0.17,0.01,0.32,0.36,99.46,273137.00,4.00,6.00
Mahesh Raghvan,Manasa Sancharare,21.00,0.57,0.75,2.00,-7.28,1.00,0.04,0.23,0.01,0.18,0.38,146.02,4.45,4.00,11.00
Entombed,"To Ride, Shoot Straight and Speak the Truth",40.00,0.17,1.00,6.00,-5.14,0.00,0.16,0.01,0.86,0.64,0.04,111.76,190813.00,4.00,8.00
"Ryan Hurd, Maren Morris",Chasing After You (with Maren Morris),77.00,0.60,0.68,4.00,-6.40,1.00,0.04,0.72,0.01,0.12,0.48,131.91,3.47,4.00,4.00
Joy Williams,Sweet Love of Mine (Acoustic),43.00,0.57,0.14,11.00,-12.18,1.00,0.03,0.94,0.01,0.10,0.35,83.01,2.92,4.00,11.00
David Jacobs-Strain,Shoot The Devil,25.00,0.56,0.72,0.00,-3.88,1.00,0.04,0.10,0.01,0.15,0.47,119.98,258133.00,4.00,2.00
Russell Dickerson,Yours,2.00,0.56,0.72,11.00,-6.01,1.00,0.03,0.12,0.01,0.09,0.56,134.06,3.62,4.00,4.00
Berlin,Take My Breath Away - Live,33.00,0.16,0.76,1.00,-5.09,1.00,0.04,0.49,0.01,0.93,0.55,189.33,6.12,4.00,9.00
Japanese Breakfast,Dreams - Recorded at Spotify Studios NYC,48.00,0.53,0.55,4.00,-9.13,1.00,0.03,0.01,0.01,0.08,0.58,128.06,279232.00,4.00,6.00
Lazlo Bane,Superman,52.00,0.58,0.69,6.00,-8.74,1.00,0.03,0.11,0.01,0.08,0.84,81.03,225080.00,4.00,10.00
There For Tomorrow,Pages,44.00,0.42,0.93,5.00,-5.81,0.00,0.06,0.01,0.01,0.22,0.36,168.03,211933.00,4.00,10.00
William Clarke,Lonesome Bedroom Blues,35.00,0.38,0.46,7.00,-13.39,0.00,0.03,0.29,0.01,0.12,0.48,179.80,345667.00,3.00,2.00
Shannon Lay,Rare to Wake,44.00,0.49,0.39,3.00,-9.13,1.00,0.03,0.83,0.01,0.11,0.50,123.08,278317.00,4.00,6.00
True God,Money Mitch,28.00,0.46,0.68,7.00,-9.30,0.00,0.48,0.34,0.01,0.33,0.52,172.77,234632.00,4.00,5.00
X-Ecutioners,It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),47.00,0.69,0.89,8.00,-3.94,0.00,0.25,0.01,0.01,0.05,0.88,104.92,248267.00,4.00,10.00
Charlie Overbey,Ode to John Prine,35.00,0.51,0.86,4.00,-5.72,0.00,0.03,0.05,0.01,0.37,0.39,125.07,225093.00,4.00,10.00
A Light Divided,Radio Silence,38.00,0.53,0.96,9.00,-7.01,0.00,0.06,0.01,0.01,0.39,0.39,120.01,188135.00,4.00,8.00
"Felix Mendelssohn, Jacqueline du Pré, Gerald Moore","Mendelssohn: Song Without Words in D Major, Op. 109, MWV Q34",30.00,0.18,0.04,2.00,-24.91,1.00,0.04,0.99,0.91,0.13,0.04,92.63,5.50,4.00,7.00
OneRepublic,All Fall Down,38.00,0.50,0.82,7.00,-4.83,1.00,0.03,0.24,0.01,0.11,0.42,92.51,244440.00,4.00,10.00
Hard Working Americans,The High Price of Inspiration,33.00,0.58,0.19,11.00,-16.50,0.00,0.06,0.88,0.01,0.17,0.32,130.63,208439.00,4.00,2.00
10 Years,The Unknown,50.00,0.48,0.81,11.00,-5.39,1.00,0.06,0.01,0.01,0.11,0.25,120.22,180592.00,4.00,10.00
Kool Moe Dee,Go See the Doctor,34.00,0.78,0.45,10.00,-13.73,0.00,0.20,0.01,0.01,0.04,0.74,89.26,333787.00,4.00,5.00
Queen,We Will Rock You - Remastered,78.00,0.69,0.50,2.00,-7.32,1.00,0.12,0.68,0.01,0.26,0.48,81.31,122067.00,4.00,10.00
Alan Jackson,Don't Rock the Jukebox,61.00,0.64,0.64,7.00,-10.92,1.00,0.03,0.05,0.01,0.27,0.79,147.50,2.85,4.00,4.00
Paul Geremia,Devil Got My Woman,24.00,0.49,0.26,7.00,-14.16,1.00,0.03,0.87,0.01,0.11,0.42,93.67,269733.00,4.00,2.00
Aviv Geffen,◊ê◊ï◊® ◊î◊ô◊®◊ó,39.00,0.31,0.60,9.00,-9.06,1.00,0.03,0.07,0.01,0.10,0.42,150.56,226160.00,4.00,10.00
Thirty Seconds To Mars,100 Suns,44.00,0.62,0.06,6.00,-19.32,1.00,0.03,0.42,0.01,0.14,0.62,79.97,118107.00,4.00,10.00
Debbie Davies,Life Of The Party,33.00,0.75,0.73,11.00,-7.90,0.00,0.04,0.22,0.01,0.10,0.95,102.06,231080.00,4.00,2.00
Lillian Hepler,I Only Love You When I'm Sad,55.00,0.82,0.44,5.00,-10.83,0.00,0.08,0.27,0.01,0.13,0.86,144.01,142933.00,4.00,9.00
Red Hot Chili Peppers,Dani California,77.00,0.56,0.91,0.00,-2.36,1.00,0.04,0.02,0.01,0.35,0.73,96.18,282160.00,4.00,10.00
Shiv Hari,Title Music - Silsila,21.00,0.18,0.21,7.00,-16.77,0.00,0.04,0.99,0.98,0.11,0.18,64.63,2.21,4.00,3.00
The Kooks,She Moves In Her Own Way,71.00,0.41,0.80,7.00,-5.36,1.00,0.06,0.24,0.01,0.10,0.81,153.32,169307.00,4.00,6.00
Luke Combs,Beer Never Broke My Heart,2.00,0.54,0.86,1.00,-4.48,1.00,0.05,0.01,0.01,0.09,0.64,77.00,3.11,4.00,4.00
Fabianossa,Crowd,34.00,0.61,0.82,0.00,-5.56,1.00,0.04,0.01,0.01,0.09,0.75,125.01,204853.00,4.00,10.00
Mansionair,MORE,41.00,0.45,0.80,1.00,-7.65,1.00,0.04,0.01,0.26,0.09,0.33,157.00,159543.00,5.00,6.00
Caravan,Magic Man - Stereo Version,35.00,0.17,0.54,0.00,-10.65,1.00,0.04,0.06,0.03,0.25,0.29,144.57,240840.00,3.00,10.00
Killswitch Engage,My Last Serenade,52.00,0.44,0.94,3.00,-5.00,1.00,0.14,0.01,0.04,0.12,0.14,177.97,253760.00,4.00,8.00
Lysistrata,Asylum,26.00,0.55,0.95,10.00,-2.56,1.00,0.07,0.01,0.01,0.08,0.59,105.19,191707.00,4.00,10.00
Metric,Combat Baby,51.00,0.65,0.91,9.00,-6.20,1.00,0.05,0.01,0.01,0.10,0.74,139.13,209760.00,4.00,10.00
Lucy Dacus,Hot & Heavy,63.00,0.55,0.78,0.00,-6.66,1.00,0.06,0.09,0.01,0.11,0.42,135.02,250613.00,4.00,1.00
Ringo Starr,Zoom In Zoom Out,40.00,0.74,0.62,0.00,-6.19,1.00,0.03,0.13,0.01,0.16,0.76,115.07,237240.00,4.00,2.00
Frankie Goes To Hollywood,Relax,71.00,0.68,0.70,11.00,-13.40,0.00,0.04,0.33,0.01,0.05,0.69,114.93,236800.00,4.00,10.00
Michael Kiwanuka,One More Night,60.00,0.68,0.76,6.00,-5.34,0.00,0.03,0.01,0.01,0.14,0.94,107.81,233413.00,4.00,2.00
"Giacomo Puccini, Metropolitan Opera Orchestra, James Levine",Manon Lescaut / Act 2: Intermezzo,30.00,0.06,0.08,4.00,-19.87,1.00,0.05,0.96,0.60,0.13,0.04,63.16,5.26,4.00,7.00
Scorpions,Rock You Like a Hurricane - 2015 - Remaster,67.00,0.40,0.87,4.00,-3.21,0.00,0.06,0.01,0.01,0.16,0.68,125.44,253667.00,4.00,8.00
Wayward Sons,Even up the Score,31.00,0.36,0.97,1.00,-2.79,1.00,0.05,0.01,0.07,0.09,0.63,166.86,185527.00,4.00,8.00
The Teardrop Explodes,Reward,49.00,0.39,0.75,0.00,-4.35,1.00,0.03,0.01,0.01,0.31,0.90,159.88,162267.00,4.00,1.00
Twin Atlantic,Whispers,31.00,0.49,0.60,9.00,-6.45,1.00,0.03,0.43,0.01,0.19,0.12,136.01,338286.00,4.00,10.00
Steve Winwood,While You See A Chance,61.00,0.60,0.73,2.00,-8.29,1.00,0.03,0.36,0.01,0.08,0.41,129.36,312773.00,4.00,10.00
Steve Hackett,Ace Of Wands - Remastered 2005,35.00,0.21,0.87,2.00,-8.14,1.00,0.06,0.08,0.18,0.34,0.18,83.83,323040.00,4.00,10.00
Roxette,It Must Have Been Love - Live from Santiago 2012,38.00,0.37,0.79,0.00,-7.27,1.00,0.05,0.02,0.01,1.00,0.38,160.01,5.63,4.00,9.00
Shadow of Intent,Dirge of the Void (Instrumental),34.00,0.43,0.98,10.00,-3.85,0.00,0.16,0.01,0.58,0.05,0.25,139.99,198661.00,4.00,8.00
Jax Anderson,Good Day (feat. MisterWives & Curtis Roach),49.00,0.56,0.67,1.00,-6.62,1.00,0.25,0.28,0.01,0.07,0.50,76.24,216000.00,4.00,9.00
Big Jay McNeely,Deacon Rides Again,8.00,0.55,0.66,1.00,-4.17,1.00,0.03,0.81,0.01,0.11,0.83,92.96,167867.00,4.00,2.00
Mohammed Rafi,Aayee Hai Baharen Mite Zulmo Sitam,5.00,0.55,0.48,8.00,-13.13,1.00,0.04,0.99,0.85,0.14,0.93,108.18,4.74,4.00,3.00
LCD Soundsystem,Daft Punk Is Playing at My House - Radio Edit,9.00,0.92,0.86,7.00,-6.27,1.00,0.05,0.02,0.01,0.02,0.98,135.98,201587.00,4.00,6.00
Beck,Fuckin With My Head (Mountain Dew Rock),38.00,0.66,0.81,7.00,-7.86,1.00,0.22,0.01,0.05,0.21,0.59,82.04,219587.00,4.00,10.00
Spinall,Sere - Remix,58.00,0.78,0.66,7.00,-6.66,0.00,0.06,0.16,0.01,0.14,0.75,110.02,194182.00,4.00,5.00
Warpaint,Love Is to Die,52.00,0.33,0.64,11.00,-9.07,0.00,0.04,0.25,0.36,0.09,0.43,84.55,291758.00,4.00,6.00
Nothing But Thieves,Impossible,58.00,0.51,0.52,5.00,-7.02,1.00,0.03,0.04,0.01,0.10,0.13,82.99,248399.00,4.00,10.00
The Judds,Why Not Me,57.00,0.73,0.67,10.00,-9.28,1.00,0.03,0.50,0.01,0.05,0.73,125.60,3.52,4.00,4.00
Sleater-Kinney,Worry With You,51.00,0.61,0.76,9.00,-6.86,1.00,0.03,0.01,0.44,0.37,0.73,90.03,231783.00,4.00,10.00
"Shruti Iyer, Chintan Trivedi",Vilaiyada Idu Nerama,23.00,0.52,0.47,11.00,-10.58,0.00,0.07,0.84,0.01,0.10,0.36,169.99,4.62,4.00,11.00
